Row_ID,Date,Product_ID,Product_Name,Category,Store_ID,Store_Location,Units_Sold,Price,Discount_Percentage,Revenue,Promotion_Flag,Stock_Availability,Day_of_Week,Month,Quarter,Holiday_Flag,Holiday_Name,Is_Weekend,Season,Weather,Local_Event_Flag,Competitor_Price,Economic_Indicator,Sales_Channel,Customer_Segment,Marketing_Spend
135,14-05-2024,P002,Bluetooth Speaker,Electronics,S03,Mumbai,0,524.86,10,0,1,0,Tuesday,May,Q2,0,,0,Spring,Clear,1,530.54,100.86,In-Store,Retail,6538.87
136,15-05-2024,P006,Running Shoes,Apparel,S03,Mumbai,25,3787.12,0,94678,0,1,Wednesday,May,Q2,0,,0,Spring,Rainy,0,3992.76,106.03,In-Store,Retail,22.17
137,16-05-2024,P006,Running Shoes,Apparel,S02,Bengaluru,39,4185.84,15,138760.6,1,1,Thursday,May,Q2,0,,0,Spring,Stormy,0,4446.62,95.95,In-Store,Retail,3287.7
138,17-05-2024,P001,Wireless Mouse,Electronics,S02,Bengaluru,0,4451.79,0,0,0,0,Friday,May,Q2,0,,0,Spring,Stormy,1,4428.11,95.55,Wholesale,Retail,143.06
139,18-05-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,96,1511.44,20,116078.59,1,1,Saturday,May,Q2,0,,1,Spring,Stormy,0,1584.99,108.42,In-Store,Corporate,9750.37
140,19-05-2024,P008,Coffee Maker,Appliances,S04,Delhi,0,1963.27,20,0,1,0,Sunday,May,Q2,0,,1,Spring,Cloudy,0,2052.43,96.18,Wholesale,Retail,5682.01
141,20-05-2024,P006,Running Shoes,Apparel,S01,Chennai,83,584.33,15,41224.48,1,1,Monday,May,Q2,0,,0,Spring,Cloudy,0,596.32,101.39,Wholesale,Corporate,3839.7
142,21-05-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,51,3151.29,5,152680,1,1,Tuesday,May,Q2,0,,0,Spring,Sunny,0,3259.18,101.09,Wholesale,Wholesale,6954.4
143,22-05-2024,P001,Wireless Mouse,Electronics,S02,Bengaluru,32,4273.61,15,116242.19,1,1,Wednesday,May,Q2,0,,0,Spring,Sunny,0,3903.71,106.68,In-Store,Corporate,4137.12
144,23-05-2024,P001,Wireless Mouse,Electronics,S02,Bengaluru,29,3459.5,0,100325.5,0,1,Thursday,May,Q2,0,,0,Spring,Sunny,1,3208.82,100.5,In-Store,Wholesale,139.34
145,24-05-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,2,3731.24,5,7089.36,1,0,Friday,May,Q2,0,,0,Spring,Stormy,1,3445.99,106.62,Wholesale,Corporate,2538.42
146,25-05-2024,P005,LED Desk Lamp,Home,S04,Delhi,55,1160.86,0,63847.3,0,1,Saturday,May,Q2,0,,1,Spring,Rainy,0,1276.31,107.16,In-Store,Wholesale,173.71
147,26-05-2024,P002,Bluetooth Speaker,Electronics,S03,Mumbai,50,4478.39,20,179135.6,1,1,Sunday,May,Q2,0,,1,Spring,Rainy,0,4486.23,96.82,Online,Retail,2748.99
148,27-05-2024,P008,Coffee Maker,Appliances,S01,Chennai,62,1932.3,10,107822.34,1,1,Monday,May,Q2,0,,0,Spring,Stormy,1,1789.22,108.26,Online,Corporate,4282.52
149,28-05-2024,P008,Coffee Maker,Appliances,S04,Delhi,4,3891.99,20,12454.37,1,0,Tuesday,May,Q2,0,,0,Spring,Sunny,0,4259.69,104.64,In-Store,Corporate,6961.04
150,29-05-2024,P006,Running Shoes,Apparel,S02,Bengaluru,2,4414.21,20,7062.74,1,0,Wednesday,May,Q2,0,,0,Spring,Clear,0,4650.62,96.94,Wholesale,Retail,8398.21
151,30-05-2024,P003,Office Chair,Furniture,S03,Mumbai,42,990.35,0,41594.7,0,1,Thursday,May,Q2,0,,0,Spring,Clear,0,1058.87,98.76,Wholesale,Wholesale,137.23
152,31-05-2024,P005,LED Desk Lamp,Home,S01,Chennai,39,2612.35,0,101881.65,0,1,Friday,May,Q2,0,,0,Spring,Clear,1,2527.51,108.86,Online,Retail,40.61
153,01-06-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,0,3881.4,5,0,1,0,Saturday,June,Q2,0,,1,Summer,Sunny,0,4183.37,103.18,Wholesale,Corporate,5087.98
154,02-06-2024,P007,Yoga Mat,Sports,S03,Mumbai,76,2377.01,15,153554.85,1,1,Sunday,June,Q2,0,,1,Summer,Rainy,0,2336.9,101.97,In-Store,Wholesale,1864.85
155,03-06-2024,P006,Running Shoes,Apparel,S03,Mumbai,2,4881.8,0,9763.6,0,0,Monday,June,Q2,0,,0,Summer,Clear,0,4705.19,102,In-Store,Corporate,123.96
156,04-06-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,0,1593.02,5,0,1,0,Tuesday,June,Q2,0,,0,Summer,Stormy,0,1740.43,108.53,In-Store,Wholesale,7350.72
157,05-06-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,69,2591.67,10,160942.71,1,1,Wednesday,June,Q2,0,,0,Summer,Stormy,0,2590.31,96.35,In-Store,Wholesale,4843.69
158,06-06-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,36,3000.05,0,108001.8,0,1,Thursday,June,Q2,0,,0,Summer,Stormy,1,3229.46,104.81,In-Store,Corporate,268.35
159,07-06-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,32,842.89,0,26972.48,0,1,Friday,June,Q2,0,,0,Summer,Cloudy,0,826.13,103.55,Online,Corporate,276.61
160,08-06-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,5,2620.43,20,10481.72,1,0,Saturday,June,Q2,0,,1,Summer,Cloudy,1,2714.97,96.78,Online,Corporate,4045.38
161,09-06-2024,P006,Running Shoes,Apparel,S03,Mumbai,0,3823.83,0,0,1,0,Sunday,June,Q2,0,,1,Summer,Sunny,0,3471.21,105.7,In-Store,Wholesale,4841.39
162,10-06-2024,P003,Office Chair,Furniture,S03,Mumbai,10,4670.57,0,46705.7,0,1,Monday,June,Q2,0,,0,Summer,Clear,0,4758.12,102.61,Wholesale,Wholesale,244.92
163,11-06-2024,P005,LED Desk Lamp,Home,S04,Delhi,30,4115.59,0,123467.7,0,1,Tuesday,June,Q2,0,,0,Summer,Stormy,1,3957.29,108.48,Wholesale,Wholesale,13.32
164,12-06-2024,P008,Coffee Maker,Appliances,S03,Mumbai,0,4841.94,20,0,1,0,Wednesday,June,Q2,0,,0,Summer,Clear,0,5056.34,103.75,Online,Wholesale,6475.74
165,13-06-2024,P007,Yoga Mat,Sports,S02,Bengaluru,8,4143.97,0,33151.76,0,0,Thursday,June,Q2,0,,0,Summer,Sunny,0,3745.27,99.71,Online,Corporate,345.25
166,14-06-2024,P007,Yoga Mat,Sports,S04,Delhi,59,4389.53,15,220134.93,1,1,Friday,June,Q2,0,,0,Summer,Rainy,1,4132.6,99.88,Wholesale,Corporate,5492.03
167,15-06-2024,P006,Running Shoes,Apparel,S02,Bengaluru,73,2406.38,10,158099.17,1,1,Saturday,June,Q2,0,,1,Summer,Clear,0,2491.02,108.01,Wholesale,Wholesale,8134.7
168,16-06-2024,P005,LED Desk Lamp,Home,S04,Delhi,15,1122.87,0,16843.05,0,0,Sunday,June,Q2,0,,1,Summer,Cloudy,0,1222.02,109.73,In-Store,Wholesale,103.64
169,17-06-2024,P008,Coffee Maker,Appliances,S03,Mumbai,53,2503.06,10,119395.96,1,1,Monday,June,Q2,0,,0,Summer,Cloudy,0,2539.84,103.15,In-Store,Corporate,9568.78
170,18-06-2024,P003,Office Chair,Furniture,S03,Mumbai,77,401.92,15,26305.66,1,1,Tuesday,June,Q2,0,,0,Summer,Cloudy,0,414.46,106.21,Online,Retail,8365.54
171,19-06-2024,P005,LED Desk Lamp,Home,S03,Mumbai,0,858.91,10,0,1,0,Wednesday,June,Q2,0,,0,Summer,Rainy,0,781.74,108.58,Online,Wholesale,2711.95
172,20-06-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,48,1785.41,5,81414.7,1,1,Thursday,June,Q2,0,,0,Summer,Rainy,0,1951.28,109.67,Online,Corporate,6702.48
173,21-06-2024,P008,Coffee Maker,Appliances,S04,Delhi,61,3322.59,20,162142.39,1,1,Friday,June,Q2,0,,0,Summer,Cloudy,0,3419.54,108.62,Online,Wholesale,5954.27
174,22-06-2024,P001,Wireless Mouse,Electronics,S02,Bengaluru,86,2205.85,20,151762.48,1,1,Saturday,June,Q2,0,,1,Summer,Sunny,0,2332.89,97.79,Wholesale,Corporate,8829.06
175,23-06-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,45,2926.22,0,131679.9,0,1,Sunday,June,Q2,0,,1,Summer,Stormy,1,2940.45,108.34,Online,Wholesale,234.01
176,24-06-2024,P004,Notebook Pack,Stationery,S01,Chennai,76,1787.28,15,115458.29,1,1,Monday,June,Q2,0,,0,Summer,Cloudy,0,1613.59,100.06,In-Store,Wholesale,6906.81
177,25-06-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,68,3132.58,15,181063.12,1,1,Tuesday,June,Q2,0,,0,Summer,Stormy,1,3024.77,101.01,Online,Retail,9826.01
178,26-06-2024,P008,Coffee Maker,Appliances,S03,Mumbai,15,4691.96,0,70379.4,0,1,Wednesday,June,Q2,0,,0,Summer,Rainy,0,4930.08,109.31,In-Store,Wholesale,361.44
179,27-06-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,52,3337.68,15,147525.46,1,1,Thursday,June,Q2,0,,0,Summer,Sunny,0,3314.58,97.4,Wholesale,Wholesale,9269.51
180,28-06-2024,P005,LED Desk Lamp,Home,S01,Chennai,22,3265.81,0,71847.82,0,0,Friday,June,Q2,0,,0,Summer,Rainy,0,3564.54,102.17,In-Store,Wholesale,494.42
181,29-06-2024,P006,Running Shoes,Apparel,S04,Delhi,5,3569.32,5,16954.27,1,0,Saturday,June,Q2,0,,1,Summer,Rainy,0,3698.06,103.94,Online,Wholesale,4744.11
182,30-06-2024,P006,Running Shoes,Apparel,S01,Chennai,0,4602.77,0,0,0,0,Sunday,June,Q2,0,,1,Summer,Clear,0,4669.7,97.25,In-Store,Wholesale,220.92
183,01-07-2024,P004,Notebook Pack,Stationery,S04,Delhi,65,636.52,10,37236.42,1,1,Monday,July,Q3,0,,0,Summer,Sunny,0,589.67,101.23,Wholesale,Retail,5808.57
184,02-07-2024,P005,LED Desk Lamp,Home,S01,Chennai,90,2100.55,20,151239.6,1,1,Tuesday,July,Q3,0,,0,Summer,Rainy,1,1921.18,101.36,Wholesale,Retail,5641.05
185,03-07-2024,P001,Wireless Mouse,Electronics,S01,Chennai,21,4933.46,5,98422.53,1,1,Wednesday,July,Q3,0,,0,Summer,Cloudy,0,4617.7,97.03,Wholesale,Wholesale,6635.87
186,04-07-2024,P007,Yoga Mat,Sports,S03,Mumbai,29,4965.71,5,136805.31,1,1,Thursday,July,Q3,0,,0,Summer,Stormy,0,4548.84,109.46,Wholesale,Retail,6708.57
187,05-07-2024,P006,Running Shoes,Apparel,S01,Chennai,73,1056.67,10,69423.22,1,1,Friday,July,Q3,0,,0,Summer,Clear,0,1104.82,98.34,Online,Retail,9795.66
188,06-07-2024,P008,Coffee Maker,Appliances,S04,Delhi,77,2753.28,20,169602.05,1,1,Saturday,July,Q3,0,,1,Summer,Rainy,0,2668.57,99.13,Wholesale,Retail,806.06
189,07-07-2024,P007,Yoga Mat,Sports,S01,Chennai,0,1355.2,0,0,0,0,Sunday,July,Q3,0,,1,Summer,Sunny,0,1381.7,105.55,Online,Retail,370.27
190,08-07-2024,P007,Yoga Mat,Sports,S04,Delhi,25,1324.83,0,33120.75,0,1,Monday,July,Q3,0,,0,Summer,Clear,0,1254.39,108.75,Wholesale,Corporate,288.74
191,09-07-2024,P006,Running Shoes,Apparel,S02,Bengaluru,30,1648.47,0,49454.1,0,1,Tuesday,July,Q3,0,,0,Summer,Cloudy,0,1503.72,109.23,Wholesale,Retail,313
192,10-07-2024,P007,Yoga Mat,Sports,S04,Delhi,7,425.04,0,2975.28,1,0,Wednesday,July,Q3,0,,0,Summer,Cloudy,0,417.24,99.5,Online,Wholesale,4998.43
193,11-07-2024,P004,Notebook Pack,Stationery,S03,Mumbai,24,4316.2,0,103588.8,1,1,Thursday,July,Q3,0,,0,Summer,Clear,0,4720.01,103.36,Online,Corporate,2807.16
194,12-07-2024,P004,Notebook Pack,Stationery,S03,Mumbai,41,3304.19,5,128698.2,1,1,Friday,July,Q3,0,,0,Summer,Sunny,1,3452.6,97.86,In-Store,Corporate,6899.88
195,13-07-2024,P001,Wireless Mouse,Electronics,S01,Chennai,1,1103.18,20,882.54,1,0,Saturday,July,Q3,0,,1,Summer,Clear,0,1098.63,108.04,In-Store,Corporate,9591.69
196,14-07-2024,P001,Wireless Mouse,Electronics,S02,Bengaluru,54,4698.37,15,215655.18,1,1,Sunday,July,Q3,0,,1,Summer,Stormy,0,4882.19,105.56,In-Store,Retail,5744.75
197,15-07-2024,P005,LED Desk Lamp,Home,S04,Delhi,56,2438,15,116048.8,1,1,Monday,July,Q3,0,,0,Summer,Cloudy,0,2369.56,108.24,In-Store,Retail,8126.76
198,16-07-2024,P008,Coffee Maker,Appliances,S03,Mumbai,17,4588.79,0,78009.43,0,1,Tuesday,July,Q3,0,,0,Summer,Sunny,1,4922.93,106.12,Online,Corporate,276.66
199,17-07-2024,P007,Yoga Mat,Sports,S03,Mumbai,41,931.57,0,38194.37,0,1,Wednesday,July,Q3,0,,0,Summer,Clear,0,931.44,104.82,Wholesale,Corporate,128.66
200,18-07-2024,P008,Coffee Maker,Appliances,S04,Delhi,54,2411.98,15,110709.88,1,1,Thursday,July,Q3,0,,0,Summer,Rainy,0,2518.26,102.32,Wholesale,Wholesale,9593.75
201,19-07-2024,P001,Wireless Mouse,Electronics,S01,Chennai,43,4736.9,15,173133.69,1,1,Friday,July,Q3,0,,0,Summer,Sunny,0,4393.47,104.46,Online,Wholesale,1934.78
202,20-07-2024,P004,Notebook Pack,Stationery,S04,Delhi,4,1991.36,10,7168.9,1,0,Saturday,July,Q3,0,,1,Summer,Stormy,0,1798.49,102.98,In-Store,Retail,658.9
203,21-07-2024,P005,LED Desk Lamp,Home,S03,Mumbai,111,282.28,20,25066.46,1,1,Sunday,July,Q3,0,,1,Summer,Rainy,0,305.88,102.87,Online,Retail,6387.92
204,22-07-2024,P005,LED Desk Lamp,Home,S03,Mumbai,66,1483.16,5,92994.13,1,1,Monday,July,Q3,0,,0,Summer,Cloudy,0,1471,98.65,Wholesale,Retail,3349.76
205,23-07-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,55,648.8,5,33899.8,1,1,Tuesday,July,Q3,0,,0,Summer,Clear,0,591.2,95.14,Online,Retail,5248.65
206,24-07-2024,P007,Yoga Mat,Sports,S03,Mumbai,58,2916.11,20,135307.5,1,1,Wednesday,July,Q3,0,,0,Summer,Clear,0,2758.5,108.52,Wholesale,Wholesale,5017.25
207,25-07-2024,P001,Wireless Mouse,Electronics,S01,Chennai,19,3485.26,0,66219.94,0,1,Thursday,July,Q3,0,,0,Summer,Cloudy,0,3806.93,103.81,Wholesale,Corporate,464.44
208,26-07-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,55,2907,10,143896.5,1,1,Friday,July,Q3,0,,0,Summer,Clear,0,2839.47,106.1,Wholesale,Wholesale,1245.06
209,27-07-2024,P006,Running Shoes,Apparel,S01,Chennai,69,668.89,0,46153.41,0,1,Saturday,July,Q3,0,,1,Summer,Clear,1,729.74,100.95,In-Store,Retail,317.06
210,28-07-2024,P008,Coffee Maker,Appliances,S04,Delhi,108,1295.06,10,125879.83,1,1,Sunday,July,Q3,0,,1,Summer,Stormy,0,1341.6,104.91,Online,Wholesale,3306.11
211,29-07-2024,P004,Notebook Pack,Stationery,S01,Chennai,64,593.78,0,38001.92,1,1,Monday,July,Q3,0,,0,Summer,Stormy,0,577.24,96.37,In-Store,Corporate,3919.22
212,30-07-2024,P005,LED Desk Lamp,Home,S01,Chennai,78,836.03,0,65210.34,1,1,Tuesday,July,Q3,0,,0,Summer,Clear,1,838.11,96.55,Online,Corporate,5765.09
213,31-07-2024,P006,Running Shoes,Apparel,S04,Delhi,90,259.23,5,22164.17,1,1,Wednesday,July,Q3,0,,0,Summer,Sunny,1,280.24,109.67,Wholesale,Wholesale,2111.04
214,01-08-2024,P007,Yoga Mat,Sports,S02,Bengaluru,47,866.43,0,40722.21,0,1,Thursday,August,Q3,0,,0,Summer,Rainy,0,808.76,99.14,In-Store,Corporate,391.33
215,02-08-2024,P006,Running Shoes,Apparel,S03,Mumbai,50,4732.27,15,201121.48,1,1,Friday,August,Q3,0,,0,Summer,Clear,1,4444.12,96.6,In-Store,Retail,9513.82
216,03-08-2024,P006,Running Shoes,Apparel,S04,Delhi,52,4059.57,0,211097.64,1,1,Saturday,August,Q3,0,,1,Summer,Stormy,1,3764.13,99.81,Wholesale,Retail,5050.59
217,04-08-2024,P003,Office Chair,Furniture,S04,Delhi,0,4849.88,0,0,1,0,Sunday,August,Q3,0,,1,Summer,Rainy,0,4729.66,107.25,In-Store,Corporate,1581.93
218,05-08-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,43,3472.22,10,134374.91,1,1,Monday,August,Q3,0,,0,Summer,Stormy,0,3429.48,99.37,Wholesale,Retail,8280.17
219,06-08-2024,P007,Yoga Mat,Sports,S04,Delhi,37,868.06,0,32118.22,0,1,Tuesday,August,Q3,0,,0,Summer,Rainy,0,918.25,96.11,Wholesale,Corporate,291.12
220,07-08-2024,P007,Yoga Mat,Sports,S01,Chennai,11,3995.46,0,43950.06,0,1,Wednesday,August,Q3,0,,0,Summer,Rainy,0,3728.83,104.19,Wholesale,Wholesale,338.74
221,08-08-2024,P007,Yoga Mat,Sports,S03,Mumbai,43,4835.44,5,197527.72,1,1,Thursday,August,Q3,0,,0,Summer,Sunny,0,4602.12,102.66,Wholesale,Wholesale,6014.92
222,09-08-2024,P004,Notebook Pack,Stationery,S04,Delhi,0,1995.77,5,0,1,0,Friday,August,Q3,0,,0,Summer,Clear,0,1933.89,95.37,Online,Corporate,4451.77
223,10-08-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,61,4190.33,15,217268.61,1,1,Saturday,August,Q3,0,,1,Summer,Cloudy,0,4058.81,106.76,Wholesale,Corporate,3808.85
224,11-08-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,33,3665.57,5,114915.62,1,1,Sunday,August,Q3,0,,1,Summer,Sunny,0,3331.77,105.66,Online,Corporate,6655.71
225,12-08-2024,P003,Office Chair,Furniture,S02,Bengaluru,61,2676.77,10,146954.67,1,1,Monday,August,Q3,0,,0,Summer,Cloudy,1,2637.35,101.93,In-Store,Wholesale,2252.29
226,13-08-2024,P007,Yoga Mat,Sports,S04,Delhi,97,340.12,10,29692.48,1,1,Tuesday,August,Q3,0,,0,Summer,Stormy,1,335.33,95.07,Online,Retail,3144.28
227,14-08-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,40,4037.61,10,145353.96,1,1,Wednesday,August,Q3,0,,0,Summer,Cloudy,0,3792.99,96.71,Wholesale,Corporate,5513.29
228,15-08-2024,P006,Running Shoes,Apparel,S04,Delhi,70,3134.28,10,197459.64,1,1,Thursday,August,Q3,1,Independence Day,0,Summer,Cloudy,0,3350.87,104.26,Wholesale,Wholesale,8105.83
229,16-08-2024,P002,Bluetooth Speaker,Electronics,S02,Bengaluru,27,1703.29,0,45988.83,0,1,Friday,August,Q3,0,,0,Summer,Rainy,0,1769.19,102.66,In-Store,Wholesale,68.93
230,17-08-2024,P007,Yoga Mat,Sports,S04,Delhi,5,1091.62,15,4639.38,1,0,Saturday,August,Q3,0,,1,Summer,Rainy,1,1018.89,99.33,Online,Corporate,8498.86
231,18-08-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,29,4768.84,5,131381.54,1,1,Sunday,August,Q3,0,,1,Summer,Rainy,0,5211.23,102.58,In-Store,Corporate,7004.62
232,19-08-2024,P007,Yoga Mat,Sports,S04,Delhi,26,2545.76,0,66189.76,0,1,Monday,August,Q3,0,,0,Summer,Cloudy,0,2431.13,103.06,Online,Corporate,282.83
233,20-08-2024,P008,Coffee Maker,Appliances,S01,Chennai,0,2949.03,0,0,0,0,Tuesday,August,Q3,0,,0,Summer,Sunny,0,2976.37,109.85,Online,Wholesale,415.04
234,21-08-2024,P004,Notebook Pack,Stationery,S03,Mumbai,16,4399.09,0,70385.44,1,1,Wednesday,August,Q3,0,,0,Summer,Cloudy,0,4345.48,109.91,Online,Retail,8201.68
235,22-08-2024,P006,Running Shoes,Apparel,S04,Delhi,69,996.71,0,68772.99,0,1,Thursday,August,Q3,0,,0,Summer,Sunny,1,966.97,99.22,Wholesale,Retail,161.83
236,23-08-2024,P005,LED Desk Lamp,Home,S03,Mumbai,5,2949.13,20,11796.52,1,0,Friday,August,Q3,0,,0,Summer,Sunny,0,3222.08,106.79,Online,Corporate,8736.95
237,24-08-2024,P003,Office Chair,Furniture,S02,Bengaluru,67,1398.45,15,79641.73,1,1,Saturday,August,Q3,0,,1,Summer,Rainy,0,1395.5,103.66,In-Store,Wholesale,4435.14
238,25-08-2024,P008,Coffee Maker,Appliances,S01,Chennai,86,3241.41,20,223009.01,1,1,Sunday,August,Q3,0,,1,Summer,Stormy,1,3403.35,105.42,In-Store,Corporate,9527.41
239,26-08-2024,P006,Running Shoes,Apparel,S01,Chennai,46,4370.76,20,160843.97,1,1,Monday,August,Q3,0,,0,Summer,Stormy,0,4676.81,106.94,In-Store,Retail,9697.22
240,27-08-2024,P004,Notebook Pack,Stationery,S04,Delhi,99,1488.98,20,117927.22,1,1,Tuesday,August,Q3,0,,0,Summer,Cloudy,1,1512.19,103.49,In-Store,Corporate,8994.47
241,28-08-2024,P001,Wireless Mouse,Electronics,S01,Chennai,82,677.96,20,44474.18,1,1,Wednesday,August,Q3,0,,0,Summer,Sunny,0,736.19,97.37,In-Store,Retail,9922.46
242,29-08-2024,P007,Yoga Mat,Sports,S02,Bengaluru,0,4979.33,0,0,0,1,Thursday,August,Q3,0,,0,Summer,Cloudy,0,5133.28,98.76,In-Store,Wholesale,451.9
243,30-08-2024,P003,Office Chair,Furniture,S01,Chennai,33,2102.44,0,69380.52,0,1,Friday,August,Q3,0,,0,Summer,Sunny,0,1892.65,102.15,Online,Wholesale,113.1
244,31-08-2024,P008,Coffee Maker,Appliances,S01,Chennai,65,238.7,0,15515.5,0,1,Saturday,August,Q3,0,,1,Summer,Rainy,0,218.21,100.75,Wholesale,Retail,51.6
245,01-09-2024,P006,Running Shoes,Apparel,S03,Mumbai,87,858.22,20,59732.11,1,1,Sunday,September,Q3,0,,1,Autumn,Rainy,0,863.46,95.13,Wholesale,Retail,4680.94
246,02-09-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,31,4615.49,10,128772.17,1,1,Monday,September,Q3,0,,0,Autumn,Rainy,0,4981.58,97.1,Online,Wholesale,7435.09
247,03-09-2024,P006,Running Shoes,Apparel,S04,Delhi,29,1709.62,0,49578.98,0,1,Tuesday,September,Q3,0,,0,Autumn,Sunny,0,1727.88,104,Wholesale,Corporate,389.48
248,04-09-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,0,1186.14,10,0,1,0,Wednesday,September,Q3,0,,0,Autumn,Rainy,0,1137.64,95.82,Online,Corporate,4165.91
249,05-09-2024,P004,Notebook Pack,Stationery,S04,Delhi,31,3262.8,0,101146.8,0,1,Thursday,September,Q3,0,,0,Autumn,Cloudy,0,3188.96,107.58,In-Store,Corporate,273.18
250,06-09-2024,P003,Office Chair,Furniture,S04,Delhi,62,4781.37,20,237155.95,1,1,Friday,September,Q3,0,,0,Autumn,Sunny,1,4367.81,98.93,Online,Retail,9512.46
251,07-09-2024,P007,Yoga Mat,Sports,S03,Mumbai,48,3217.14,10,138980.45,1,1,Saturday,September,Q3,0,,1,Autumn,Stormy,0,2948.46,103.05,Wholesale,Retail,3135.94
252,08-09-2024,P005,LED Desk Lamp,Home,S01,Chennai,7,2654.26,0,18579.82,0,0,Sunday,September,Q3,0,,1,Autumn,Cloudy,0,2700.15,106.45,Wholesale,Wholesale,321.58
253,09-09-2024,P005,LED Desk Lamp,Home,S04,Delhi,75,3703.8,20,222228,1,1,Monday,September,Q3,0,,0,Autumn,Sunny,0,3397.28,101.52,In-Store,Wholesale,6283.91
254,10-09-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,88,773.33,15,57845.08,1,1,Tuesday,September,Q3,0,,0,Autumn,Sunny,0,772.78,100.2,Wholesale,Wholesale,2962.85
255,11-09-2024,P006,Running Shoes,Apparel,S02,Bengaluru,45,3798.93,20,136761.48,1,1,Wednesday,September,Q3,0,,0,Autumn,Sunny,0,3673.57,101.44,Wholesale,Retail,2998.02
256,12-09-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,22,2384.95,0,52468.9,0,1,Thursday,September,Q3,0,,0,Autumn,Clear,0,2321.84,98.83,Online,Wholesale,337.06
257,13-09-2024,P002,Bluetooth Speaker,Electronics,S02,Bengaluru,23,3755.74,0,86382.02,0,1,Friday,September,Q3,0,,0,Autumn,Rainy,0,3734.53,100.74,Online,Retail,465.58
258,14-09-2024,P001,Wireless Mouse,Electronics,S04,Delhi,57,1277.67,0,72827.19,1,1,Saturday,September,Q3,0,,1,Autumn,Cloudy,0,1295.95,96.79,Wholesale,Retail,2203.77
259,15-09-2024,P001,Wireless Mouse,Electronics,S04,Delhi,81,530.85,5,40848.91,1,1,Sunday,September,Q3,0,,1,Autumn,Cloudy,0,486.94,101.85,In-Store,Retail,3270.15
260,16-09-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,74,2426.85,10,161628.21,1,1,Monday,September,Q3,0,,0,Autumn,Rainy,1,2553.28,98.68,Online,Corporate,727.15
261,17-09-2024,P006,Running Shoes,Apparel,S01,Chennai,10,4764.75,0,47647.5,1,1,Tuesday,September,Q3,0,,0,Autumn,Sunny,0,4793.16,98.57,In-Store,Retail,9739.31
262,18-09-2024,P003,Office Chair,Furniture,S03,Mumbai,58,646.53,0,37498.74,1,1,Wednesday,September,Q3,0,,0,Autumn,Stormy,0,656.97,102.58,Wholesale,Corporate,1210.89
263,19-09-2024,P001,Wireless Mouse,Electronics,S04,Delhi,0,3379.73,0,0,0,1,Thursday,September,Q3,0,,0,Autumn,Cloudy,0,3667.71,100.89,Wholesale,Corporate,159.03
264,20-09-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,0,558.5,0,0,0,0,Friday,September,Q3,0,,0,Autumn,Sunny,0,514.45,101.74,In-Store,Corporate,60.37
265,21-09-2024,P006,Running Shoes,Apparel,S02,Bengaluru,57,2369.2,5,128292.18,1,1,Saturday,September,Q3,0,,1,Autumn,Sunny,0,2206.96,105.29,Wholesale,Wholesale,6231.37
266,22-09-2024,P004,Notebook Pack,Stationery,S03,Mumbai,78,911.95,15,60462.29,1,1,Sunday,September,Q3,0,,1,Autumn,Cloudy,0,914.4,105.16,In-Store,Retail,795.28
267,23-09-2024,P007,Yoga Mat,Sports,S04,Delhi,64,2868.58,10,165230.21,1,1,Monday,September,Q3,0,,0,Autumn,Sunny,0,2640.19,106.91,Online,Retail,1085.86
268,24-09-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,62,1151.04,5,67796.26,1,1,Tuesday,September,Q3,0,,0,Autumn,Sunny,1,1170.87,108.76,Online,Retail,9973.03
269,25-09-2024,P004,Notebook Pack,Stationery,S04,Delhi,6,4084.63,0,24507.78,0,1,Wednesday,September,Q3,0,,0,Autumn,Sunny,0,3717.53,108.86,In-Store,Wholesale,197.5
270,26-09-2024,P001,Wireless Mouse,Electronics,S04,Delhi,16,3479.42,0,55670.72,0,1,Thursday,September,Q3,0,,0,Autumn,Rainy,0,3326.22,108.25,Online,Wholesale,309.59
